qid,uid,label
1968:1,21140:1,
17:1,10120:1,
3751:1,20526:1,
2660:1,10293:1,
771:1,12226:1,
1792:1,16924:1,
1068:1,9235:1,
311:1,10352:1,
3247:1,15792:1,
23:1,8690:1,
2803:1,8003:1,
1559:1,10718:1,
4776:1,9044:1,
1468:1,10052:1,
1161:1,20612:1,
3223:1,7976:1,
4905:1,16457:1,
5354:1,20941:1,
2926:1,20082:1,
228:1,18468:1,
50:1,25587:1,
51:1,12312:1,
872:1,19779:1,
2671:1,23205:1,
5780:1,14954:1,
127:1,20090:1,
525:1,10179:1,
556:1,22271:1,
3103:1,13904:1,
190:1,12409:1,
1057:1,16423:1,
124:1,13707:1,
5658:1,20347:1,
7747:1,25952:1,
4817:1,8729:1,
520:1,15868:1,
1742:1,8813:1,
1748:1,19390:1,
555:1,11959:1,
1975:1,11359:1,
639:1,18309:1,
4623:1,10646:1,
828:1,21255:1,
1066:1,15249:1,
3059:1,15990:1,
1398:1,23329:1,
2497:1,35343:1,
2459:1,10748:1,
676:1,15462:1,
506:1,19489:1,
5008:1,9202:1,
3478:1,28764:1,
2333:1,16775:1,
1322:1,10032:1,
152:1,19424:1,
1143:1,9887:1,
3512:1,7870:1,
474:1,11229:1,
431:1,8695:1,
820:1,8156:1,
348:1,18527:1,
699:1,13441:1,
7748:1,34899:1,
1391:1,7950:1,
297:1,16984:1,
2121:1,10956:1,
1335:1,8686:1,
1017:1,18622:1,
3142:1,15820:1,
1469:1,11122:1,
103:1,23500:1,
5746:1,7981:1,
141:1,9754:1,
1451:1,20726:1,
4865:1,28842:1,
4711:1,17852:1,
973:1,8640:1,
2750:1,25468:1,
6090:1,15352:1,
2272:1,14615:1,
855:1,9344:1,
903:1,17445:1,
5133:1,35344:1,
1620:1,7857:1,
265:1,16864:1,
5973:1,15872:1,
2170:1,7899:1,
493:1,10207:1,
2541:1,11839:1,
6932:1,9523:1,
3434:1,16127:1,
153:1,16510:1,
2382:1,9575:1,
3655:1,13086:1,
2573:1,8230:1,
1270:1,11121:1,
656:1,14229:1,
1384:1,24450:1,
5747:1,9805:1,
471:1,9905:1,
3323:1,12123:1,
47:1,31208:1,
738:1,8384:1,
2533:1,20375:1,
4629:1,35345:1,
1502:1,14160:1,
481:1,8543:1,
2700:1,17853:1,
2584:1,10819:1,
176:1,35346:1,
3153:1,20305:1,
2282:1,23546:1,
5189:1,15024:1,
2054:1,17783:1,
2942:1,32286:1,
1539:1,15161:1,
1429:1,8933:1,
1511:1,22307:1,
23:1,12012:1,
6246:1,13627:1,
3283:1,13135:1,
4624:1,35347:1,
162:1,11052:1,
1590:1,11546:1,
388:1,12932:1,
300:1,9513:1,
680:1,17405:1,
5458:1,13789:1,
295:1,13735:1,
7432:1,11647:1,
2144:1,14978:1,
846:1,11883:1,
330:1,16337:1,
690:1,11383:1,
44:1,26171:1,
3821:1,14611:1,
3595:1,14463:1,
4560:1,10357:1,
4452:1,8842:1,
2355:1,8596:1,
1391:1,8419:1,
165:1,9669:1,
909:1,15858:1,
460:1,18506:1,
557:1,22446:1,
3140:1,12105:1,
7069:1,7826:1,
980:1,31003:1,
1965:1,26423:1,
3702:1,13754:1,
3258:1,28215:1,
4857:1,25468:1,
3047:1,8648:1,
393:1,19725:1,
1923:1,35348:1,
393:1,18875:1,
4648:1,13161:1,
3218:1,20880:1,
182:1,11269:1,
1755:1,20162:1,
6856:1,9238:1,
4051:1,9981:1,
409:1,7835:1,
856:1,11268:1,
543:1,11250:1,
2980:1,15199:1,
3745:1,10001:1,
497:1,14922:1,
1352:1,12966:1,
6112:1,15864:1,
274:1,7945:1,
66:1,19720:1,
3006:1,18758:1,
2892:1,12832:1,
5783:1,8991:1,
726:1,19013:1,
2671:1,23510:1,
4096:1,28443:1,
127:1,35024:1,
70:1,8777:1,
3864:1,15656:1,
364:1,8937:1,
4507:1,11783:1,
2562:1,24278:1,
1172:1,11463:1,
6306:1,8557:1,
1048:1,18648:1,
368:1,13937:1,
2721:1,18482:1,
297:1,22774:1,
449:1,35349:1,
542:1,20991:1,
767:1,9405:1,
4658:1,10875:1,
2133:1,12458:1,
1994:1,11156:1,
17:1,8946:1,
590:1,20772:1,
1019:1,13549:1,
1234:1,7854:1,
4776:1,13499:1,
1859:1,14656:1,
3248:1,17394:1,
836:1,32679:1,
4859:1,17422:1,
560:1,21081:1,
1042:1,17168:1,
3420:1,26172:1,
3558:1,12942:1,
6456:1,13201:1,
2273:1,17004:1,
4886:1,18835:1,
6238:1,19978:1,
1755:1,20399:1,
1302:1,11443:1,
3936:1,22029:1,
1614:1,12893:1,
884:1,12932:1,
5696:1,13731:1,
1866:1,11687:1,
1137:1,25209:1,
2475:1,10109:1,
5023:1,26121:1,
3288:1,13717:1,
4179:1,7940:1,
4212:1,14055:1,
1305:1,9650:1,
4376:1,14890:1,
373:1,11288:1,
1360:1,7910:1,
1406:1,8309:1,
254:1,10797:1,
2513:1,17926:1,
2099:1,35350:1,
1359:1,7988:1,
3165:1,9082:1,
529:1,16482:1,
19:1,14962:1,
1247:1,11137:1,
63:1,8785:1,
392:1,8101:1,
1571:1,16267:1,
1923:1,32368:1,
763:1,15662:1,
78:1,16723:1,
946:1,19768:1,
1179:1,17850:1,
388:1,12151:1,
5368:1,10357:1,
294:1,13748:1,
4735:1,14834:1,
6191:1,24886:1,
1693:1,10368:1,
2734:1,15036:1,
1709:1,21407:1,
520:1,23289:1,
175:1,32472:1,
678:1,24498:1,
1348:1,11797:1,
2374:1,15795:1,
48:1,13732:1,
692:1,13828:1,
1311:1,17929:1,
1811:1,10328:1,
856:1,15855:1,
444:1,10149:1,
184:1,18719:1,
2471:1,35351:1,
2588:1,35352:1,
1894:1,12004:1,
337:1,14464:1,
251:1,11668:1,
50:1,17929:1,
460:1,11425:1,
482:1,10954:1,
84:1,21154:1,
1007:1,11396:1,
2774:1,9146:1,
19:1,9744:1,
248:1,8297:1,
1197:1,25428:1,
37:1,31247:1,
961:1,8710:1,
1550:1,10406:1,
3249:1,7922:1,
4769:1,23783:1,
5517:1,28612:1,
34:1,24029:1,
2731:1,26280:1,
2701:1,18881:1,
703:1,8400:1,
410:1,10269:1,
7427:1,12992:1,
1683:1,10866:1,
196:1,7922:1,
3402:1,26211:1,
1809:1,12416:1,
389:1,31744:1,
254:1,21036:1,
216:1,12132:1,
862:1,11494:1,
4235:1,35353:1,
438:1,35354:1,
603:1,11304:1,
82:1,16947:1,
251:1,9645:1,
4009:1,19285:1,
1929:1,15144:1,
145:1,10797:1,
97:1,8949:1,
238:1,28930:1,
3305:1,9079:1,
469:1,16644:1,
4492:1,9342:1,
1281:1,13714:1,
4721:1,13203:1,
3022:1,9955:1,
1258:1,26569:1,
44:1,28504:1,
1620:1,25682:1,
3577:1,35355:1,
4157:1,9835:1,
1340:1,13609:1,
928:1,10500:1,
5437:1,10970:1,
834:1,9836:1,
2726:1,11429:1,
134:1,29662:1,
2543:1,17999:1,
330:1,15108:1,
6380:1,20499:1,
791:1,9075:1,
555:1,10804:1,
5595:1,23726:1,
2093:1,22523:1,
358:1,23797:1,
124:1,20080:1,
1989:1,26711:1,
590:1,8927:1,
5354:1,13679:1,
6379:1,32843:1,
2513:1,11729:1,
2360:1,11435:1,
3963:1,10036:1,
1382:1,11810:1,
970:1,28775:1,
2022:1,20611:1,
292:1,9382:1,
191:1,9245:1,
2385:1,19917:1,
352:1,19412:1,
5283:1,24481:1,
1809:1,10728:1,
3129:1,23684:1,
4805:1,9548:1,
7249:1,15677:1,
3784:1,12719:1,
5016:1,8112:1,
1901:1,17126:1,
866:1,28998:1,
935:1,12847:1,
41:1,18089:1,
102:1,13503:1,
1750:1,10652:1,
540:1,13727:1,
59:1,16752:1,
985:1,15504:1,
538:1,14197:1,
3734:1,13550:1,
141:1,8078:1,
2426:1,13518:1,
1166:1,21616:1,
1438:1,26504:1,
1750:1,14012:1,
727:1,23324:1,
2928:1,17726:1,
1446:1,21050:1,
568:1,22677:1,
4943:1,16985:1,
1045:1,10817:1,
5219:1,20199:1,
62:1,35081:1,
1083:1,16857:1,
493:1,15341:1,
2726:1,9869:1,
17:1,10757:1,
86:1,8986:1,
765:1,12759:1,
292:1,19091:1,
1842:1,11608:1,
6704:1,35356:1,
625:1,13466:1,
4379:1,30133:1,
85:1,23326:1,
575:1,9172:1,
253:1,11910:1,
6555:1,9461:1,
2756:1,8678:1,
1099:1,14721:1,
6590:1,17910:1,
5790:1,8907:1,
196:1,13022:1,
2216:1,18163:1,
1846:1,9172:1,
785:1,11141:1,
3336:1,8865:1,
2785:1,14981:1,
368:1,16140:1,
2935:1,11666:1,
1494:1,13625:1,
6122:1,24911:1,
362:1,19081:1,
517:1,8876:1,
3413:1,26036:1,
545:1,8532:1,
103:1,16759:1,
542:1,8803:1,
5282:1,13688:1,
228:1,21312:1,
2955:1,17762:1,
3806:1,35357:1,
3277:1,9128:1,
2658:1,10801:1,
6105:1,14028:1,
124:1,9568:1,
595:1,12278:1,
2349:1,13221:1,
676:1,26686:1,
1197:1,21908:1,
1337:1,15539:1,
142:1,20928:1,
4250:1,34068:1,
2485:1,11589:1,
294:1,8755:1,
2955:1,14033:1,
208:1,7876:1,
460:1,22212:1,
415:1,9523:1,
166:1,14569:1,
379:1,15058:1,
998:1,11877:1,
1742:1,13768:1,
2920:1,19297:1,
6623:1,13547:1,
1007:1,12370:1,
6870:1,18318:1,
887:1,15023:1,
1044:1,23328:1,
98:1,8978:1,
348:1,9296:1,
2374:1,10214:1,
515:1,8249:1,
2636:1,9234:1,
427:1,14858:1,
3663:1,11013:1,
425:1,21568:1,
1538:1,8718:1,
142:1,11152:1,
3966:1,14934:1,
2854:1,18677:1,
248:1,20446:1,
632:1,10378:1,
4249:1,20655:1,
1382:1,11093:1,
4929:1,24730:1,
778:1,35358:1,
7487:1,8900:1,
1803:1,11519:1,
3017:1,18572:1,
119:1,9418:1,
5033:1,24127:1,
1391:1,16807:1,
46:1,14407:1,
726:1,11294:1,
3502:1,9220:1,
2484:1,8765:1,
46:1,21154:1,
4005:1,8493:1,
1763:1,35359:1,
2832:1,15638:1,
2729:1,9575:1,
254:1,35360:1,
2822:1,35361:1,
1236:1,15320:1,
1636:1,14795:1,
1212:1,23349:1,
439:1,22759:1,
107:1,21161:1,
2579:1,11548:1,
4694:1,24068:1,
639:1,9032:1,
305:1,11735:1,
322:1,16925:1,
1093:1,10600:1,
524:1,19692:1,
439:1,20651:1,
620:1,9731:1,
1219:1,11914:1,
294:1,19540:1,
348:1,10918:1,
48:1,14760:1,
2702:1,16961:1,
251:1,12655:1,
4615:1,8384:1,
3295:1,13282:1,
4220:1,16065:1,
995:1,9070:1,
3273:1,35362:1,
3150:1,14002:1,
4002:1,8290:1,
6098:1,21049:1,
107:1,8776:1,
3150:1,19143:1,
305:1,10687:1,
727:1,17153:1,
87:1,11509:1,
720:1,22935:1,
2021:1,10424:1,
2350:1,14136:1,
2195:1,17147:1,
1138:1,9827:1,
48:1,9274:1,
13:1,11856:1,
1497:1,10091:1,
173:1,18431:1,
2475:1,35363:1,
738:1,14046:1,
2893:1,11545:1,
292:1,21593:1,
2964:1,21783:1,
363:1,13719:1,
2099:1,35364:1,
6278:1,18131:1,
2594:1,17383:1,
382:1,8394:1,
3686:1,35365:1,
64:1,20888:1,
65:1,22207:1,
1438:1,14722:1,
5202:1,12202:1,
1605:1,12197:1,
6270:1,10311:1,
3422:1,8716:1,
748:1,25845:1,
626:1,11688:1,
1159:1,10469:1,
2170:1,11747:1,
410:1,7794:1,
1311:1,12295:1,
3188:1,13557:1,
3689:1,11983:1,
415:1,11302:1,
48:1,14180:1,
680:1,16011:1,
1892:1,14951:1,
4500:1,33993:1,
2211:1,29943:1,
448:1,16774:1,
4578:1,26578:1,
748:1,13640:1,
8:1,28102:1,
373:1,9273:1,
1968:1,24609:1,
1730:1,10002:1,
54:1,18817:1,
463:1,18724:1,
251:1,13625:1,
5013:1,21407:1,
1923:1,26058:1,
4817:1,8699:1,
1102:1,31337:1,
1538:1,15065:1,
255:1,12187:1,
1132:1,11565:1,
1550:1,10035:1,
1854:1,15647:1,
1220:1,27745:1,
883:1,19128:1,
2964:1,14250:1,
1620:1,33282:1,
1980:1,31554:1,
130:1,25353:1,
1675:1,23869:1,
131:1,8948:1,
623:1,15000:1,
5589:1,11242:1,
441:1,7866:1,
731:1,15475:1,
3009:1,7970:1,
390:1,8579:1,
4362:1,12598:1,
154:1,10869:1,
196:1,8334:1,
2298:1,24391:1,
2268:1,14953:1,
5435:1,11149:1,
173:1,20991:1,
625:1,9776:1,
1967:1,14463:1,
2176:1,25057:1,
1227:1,15499:1,
3825:1,7851:1,
3370:1,11647:1,
643:1,7925:1,
4028:1,14077:1,
4536:1,23901:1,
1016:1,10879:1,
5826:1,10000:1,
961:1,34834:1,
190:1,8773:1,
1488:1,26579:1,
11:1,9717:1,
130:1,9061:1,
1254:1,17305:1,
2173:1,17134:1,
2411:1,11458:1,
3533:1,12968:1,
5698:1,11399:1,
264:1,13930:1,
3535:1,35366:1,
417:1,13343:1,
624:1,20359:1,
2342:1,8958:1,
725:1,9051:1,
2789:1,14960:1,
3576:1,34279:1,
770:1,18737:1,
914:1,7810:1,
238:1,15497:1,
1141:1,19615:1,
1236:1,12393:1,
1414:1,26676:1,
945:1,13861:1,
453:1,10563:1,
2167:1,22767:1,
131:1,13531:1,
842:1,24743:1,
829:1,9005:1,
580:1,12705:1,
3682:1,24227:1,
474:1,11539:1,
2871:1,11366:1,
130:1,18510:1,
985:1,19341:1,
5792:1,9128:1,
1515:1,15372:1,
434:1,10104:1,
1607:1,14953:1,
946:1,16046:1,
130:1,8787:1,
1438:1,11163:1,
3:1,16871:1,
290:1,9662:1,
5297:1,8062:1,
1045:1,13279:1,
1494:1,14012:1,
1317:1,12917:1,
3786:1,7991:1,
688:1,11177:1,
639:1,15230:1,
6463:1,26681:1,
141:1,10254:1,
4725:1,22845:1,
62:1,9011:1,
529:1,17421:1,
19:1,14184:1,
469:1,12362:1,
1988:1,13475:1,
3547:1,14599:1,
1200:1,26326:1,
517:1,13828:1,
1934:1,16390:1,
2400:1,35367:1,
2730:1,25751:1,
6090:1,11837:1,
1002:1,12068:1,
800:1,13330:1,
4140:1,14445:1,
305:1,22364:1,
4312:1,35368:1,
2582:1,8930:1,
3140:1,10952:1,
4045:1,9732:1,
46:1,18610:1,
1870:1,10191:1,
44:1,17591:1,
842:1,15588:1,
596:1,8694:1,
2832:1,8211:1,
1446:1,8515:1,
1418:1,12566:1,
5471:1,8058:1,
2675:1,15062:1,
985:1,7912:1,
1567:1,17769:1,
368:1,15755:1,
3963:1,8456:1,
535:1,9538:1,
1136:1,20634:1,
3912:1,25869:1,
2535:1,10397:1,
745:1,8547:1,
296:1,17756:1,
4327:1,14619:1,
3374:1,13737:1,
1799:1,10980:1,
762:1,8101:1,
4618:1,9852:1,
1382:1,9095:1,
674:1,21807:1,
149:1,11319:1,
5270:1,35369:1,
5333:1,8341:1,
2469:1,12022:1,
8:1,17990:1,
2963:1,10663:1,
1329:1,23098:1,
689:1,22100:1,
834:1,8061:1,
1617:1,12855:1,
1050:1,26051:1,
36:1,15405:1,
555:1,11635:1,
3197:1,17542:1,
2956:1,16495:1,
44:1,15803:1,
3505:1,13707:1,
840:1,19585:1,
215:1,10490:1,
796:1,22625:1,
84:1,18112:1,
469:1,10719:1,
3651:1,23545:1,
251:1,11984:1,
103:1,24463:1,
991:1,13272:1,
6155:1,9583:1,
1164:1,12629:1,
815:1,14293:1,
569:1,11386:1,
2516:1,10001:1,
166:1,8223:1,
5601:1,14615:1,
4307:1,8528:1,
1460:1,23447:1,
169:1,35370:1,
1713:1,12670:1,
2505:1,22792:1,
87:1,13514:1,
439:1,9998:1,
585:1,12915:1,
4105:1,12225:1,
1281:1,16809:1,
333:1,21323:1,
4363:1,13227:1,
292:1,12427:1,
209:1,21483:1,
842:1,15065:1,
465:1,15349:1,
1235:1,14662:1,
2793:1,19578:1,
78:1,35371:1,
1058:1,9190:1,
1890:1,29569:1,
157:1,8137:1,
4144:1,13146:1,
689:1,15620:1,
4030:1,9523:1,
4689:1,11157:1,
4659:1,9492:1,
6543:1,11769:1,
8:1,24863:1,
4491:1,18990:1,
1638:1,8666:1,
683:1,8845:1,
6294:1,20247:1,
292:1,16365:1,
412:1,18447:1,
439:1,18251:1,
339:1,28523:1,
7126:1,11316:1,
103:1,9058:1,
2620:1,9706:1,
4447:1,10355:1,
70:1,11272:1,
5525:1,25593:1,
103:1,13510:1,
60:1,9582:1,
2259:1,9529:1,
13:1,8669:1,
2646:1,9217:1,
919:1,28991:1,
266:1,14718:1,
50:1,22490:1,
1693:1,14045:1,
103:1,25167:1,
2178:1,23858:1,
573:1,11686:1,
6699:1,35372:1,
758:1,16968:1,
1033:1,31771:1,
2712:1,12166:1,
389:1,16650:1,
5325:1,22595:1,
1014:1,19585:1,
585:1,10557:1,
44:1,12219:1,
1860:1,24371:1,
5458:1,17882:1,
142:1,11411:1,
241:1,11528:1,
800:1,23172:1,
191:1,8833:1,
137:1,29278:1,
4067:1,23212:1,
1197:1,9950:1,
2321:1,11390:1,
2038:1,7973:1,
4353:1,16012:1,
1259:1,15409:1,
6297:1,12165:1,
376:1,8390:1,
1131:1,22943:1,
834:1,10967:1,
469:1,20963:1,
3269:1,13850:1,
770:1,12703:1,
174:1,11146:1,
2756:1,8714:1,
2305:1,9689:1,
47:1,11307:1,
831:1,12519:1,
869:1,22197:1,
562:1,10741:1,
1053:1,8692:1,
201:1,13264:1,
5213:1,27160:1,
1038:1,9362:1,
5105:1,10819:1,
1476:1,14784:1,
5386:1,20489:1,
993:1,18529:1,
80:1,11248:1,
5230:1,18929:1,
1787:1,35373:1,
5298:1,15633:1,
1768:1,23584:1,
50:1,20503:1,
3845:1,19349:1,
1848:1,13896:1,
1312:1,17849:1,
609:1,35374:1,
407:1,17711:1,
153:1,18658:1,
4533:1,16558:1,
114:1,11436:1,
5478:1,18142:1,
1478:1,23845:1,
1066:1,10139:1,
1476:1,15734:1,
5466:1,15296:1,
81:1,8868:1,
5239:1,11633:1,
2109:1,18152:1,
1621:1,35375:1,
4266:1,13777:1,
564:1,17158:1,
3754:1,9711:1,
2179:1,14524:1,
805:1,11271:1,
6331:1,22946:1,
3:1,14134:1,
1418:1,15034:1,
834:1,19322:1,
3165:1,10075:1,
63:1,24803:1,
304:1,13243:1,
694:1,7789:1,
13:1,10098:1,
2338:1,12841:1,
3173:1,10259:1,
176:1,18415:1,
955:1,10189:1,
1891:1,11999:1,
3399:1,13536:1,
2259:1,20202:1,
460:1,15112:1,
5401:1,8462:1,
3031:1,14795:1,
6167:1,16268:1,
1172:1,10639:1,
410:1,7849:1,
103:1,10160:1,
1605:1,17528:1,
2670:1,21547:1,
1080:1,12519:1,
40:1,10742:1,
1605:1,20562:1,
1097:1,17049:1,
459:1,11834:1,
2395:1,9361:1,
1549:1,35376:1,
50:1,29289:1,
933:1,12668:1,
376:1,11030:1,
41:1,14181:1,
3871:1,17458:1,
3268:1,27028:1,
751:1,15946:1,
2897:1,12341:1,
1831:1,9461:1,
394:1,27714:1,
1558:1,11739:1,
672:1,17993:1,
2099:1,12790:1,
2999:1,13035:1,
4115:1,13072:1,
439:1,10318:1,
391:1,11812:1,
1068:1,15465:1,
2238:1,11856:1,
29:1,16655:1,
3341:1,21724:1,
1437:1,10748:1,
896:1,8600:1,
3931:1,13574:1,
1975:1,10792:1,
2198:1,13181:1,
243:1,25691:1,
769:1,18898:1,
3245:1,8965:1,
81:1,8018:1,
1532:1,21040:1,
770:1,16774:1,
517:1,8098:1,
6590:1,30725:1,
720:1,12172:1,
1000:1,11507:1,
4297:1,30529:1,
1013:1,14420:1,
215:1,8225:1,
467:1,14279:1,
1022:1,25536:1,
88:1,12175:1,
176:1,9413:1,
14:1,14051:1,
5283:1,29601:1,
242:1,15124:1,
5821:1,24804:1,
3835:1,20707:1,
2207:1,26799:1,
3971:1,15812:1,
3021:1,10094:1,
861:1,12226:1,
4491:1,21216:1,
1219:1,14344:1,
296:1,8546:1,
19:1,12892:1,
5043:1,9737:1,
5914:1,16390:1,
2755:1,8681:1,
4403:1,14217:1,
292:1,15108:1,
713:1,9646:1,
638:1,13385:1,
2154:1,8586:1,
1001:1,14000:1,
5294:1,10568:1,
2621:1,27428:1,
5420:1,33559:1,
1097:1,11205:1,
4498:1,30291:1,
300:1,16184:1,
3632:1,17634:1,
1345:1,19543:1,
3696:1,33382:1,
225:1,10809:1,
655:1,26912:1,
946:1,16258:1,
1994:1,13385:1,
666:1,11062:1,
803:1,15242:1,
1005:1,9041:1,
770:1,11697:1,
1264:1,8773:1,
7033:1,24905:1,
6666:1,20752:1,
1885:1,13218:1,
1652:1,14046:1,
3560:1,9656:1,
640:1,17447:1,
1615:1,8933:1,
161:1,9182:1,
13:1,10759:1,
1904:1,27151:1,
1725:1,20363:1,
3352:1,24183:1,
3892:1,13844:1,
6128:1,14489:1,
2950:1,12694:1,
47:1,31658:1,
3809:1,19660:1,
4652:1,8931:1,
3729:1,17404:1,
169:1,35377:1,
1601:1,12055:1,
157:1,8043:1,
4432:1,12487:1,
1809:1,15713:1,
2385:1,17739:1,
322:1,24317:1,
2906:1,15010:1,
5787:1,8948:1,
4991:1,23869:1,
439:1,9024:1,
4100:1,11167:1,
101:1,8819:1,
390:1,30470:1,
90:1,27662:1,
590:1,8420:1,
2214:1,10151:1,
367:1,21932:1,
1048:1,12381:1,
2037:1,14126:1,
5166:1,18725:1,
175:1,27033:1,
517:1,20196:1,
222:1,9244:1,
6374:1,21985:1,
2461:1,7801:1,
81:1,10043:1,
5046:1,20375:1,
517:1,11318:1,
6209:1,11783:1,
748:1,18524:1,
1306:1,23186:1,
3670:1,13977:1,
1220:1,20516:1,
974:1,13381:1,
1686:1,11153:1,
694:1,11527:1,
7054:1,21849:1,
376:1,10790:1,
40:1,19754:1,
2006:1,9616:1,
130:1,10142:1,
1220:1,8790:1,
667:1,17257:1,
2154:1,14923:1,
433:1,12312:1,
638:1,16770:1,
1892:1,8100:1,
2870:1,23448:1,
431:1,11152:1,
2841:1,11615:1,
48:1,8123:1,
304:1,11800:1,
481:1,16961:1,
1904:1,23759:1,
5779:1,23019:1,
2815:1,10044:1,
1497:1,8855:1,
2763:1,21629:1,
548:1,21941:1,
3273:1,22523:1,
512:1,19429:1,
5679:1,24675:1,
4108:1,25541:1,
46:1,23753:1,
105:1,11638:1,
4336:1,7780:1,
1116:1,16724:1,
290:1,11990:1,
558:1,9387:1,
995:1,15143:1,
689:1,8994:1,
2716:1,9648:1,
3841:1,11786:1,
4615:1,10209:1,
999:1,10143:1,
4902:1,7870:1,
1308:1,24874:1,
2890:1,17741:1,
1425:1,35378:1,
639:1,15662:1,
2669:1,30981:1,
147:1,9362:1,
800:1,17135:1,
2905:1,8812:1,
4083:1,15498:1,
5931:1,14038:1,
50:1,26679:1,
5129:1,16886:1,
65:1,26544:1,
151:1,10504:1,
4609:1,23791:1,
1037:1,18721:1,
796:1,8060:1,
3482:1,15195:1,
70:1,17334:1,
1236:1,8660:1,
708:1,22364:1,
1839:1,27168:1,
62:1,10977:1,
4224:1,30855:1,
1912:1,15117:1,
529:1,15008:1,
1220:1,19923:1,
29:1,10031:1,
1495:1,15367:1,
2111:1,9194:1,
5209:1,17723:1,
19:1,11128:1,
1325:1,16184:1,
4646:1,7838:1,
1563:1,12995:1,
6603:1,11283:1,
404:1,14074:1,
394:1,23348:1,
44:1,13053:1,
1609:1,8686:1,
590:1,21313:1,
545:1,12743:1,
88:1,11833:1,
1236:1,9118:1,
3511:1,18034:1,
2927:1,35379:1,
433:1,17594:1,
783:1,9404:1,
309:1,35380:1,
3217:1,32170:1,
1478:1,27055:1,
657:1,16413:1,
274:1,8691:1,
1391:1,7822:1,
588:1,8776:1,
2594:1,17599:1,
533:1,11735:1,
5506:1,12120:1,
789:1,19366:1,
410:1,18906:1,
656:1,18404:1,
3121:1,35381:1,
6490:1,12192:1,
6654:1,35382:1,
4522:1,25177:1,
294:1,25763:1,
497:1,11412:1,
3444:1,20501:1,
14:1,15108:1,
5472:1,20726:1,
86:1,9598:1,
748:1,17972:1,
1343:1,16934:1,
41:1,11348:1,
1596:1,26049:1,
2385:1,8405:1,
2759:1,12563:1,
4306:1,11453:1,
3655:1,16850:1,
5850:1,8424:1,
4297:1,26516:1,
3012:1,24444:1,
2280:1,22047:1,
13:1,13474:1,
2554:1,12878:1,
5416:1,30418:1,
565:1,10395:1,
183:1,12065:1,
3098:1,29510:1,
1233:1,22826:1,
2876:1,13605:1,
2709:1,10404:1,
13:1,11808:1,
296:1,7866:1,
1697:1,17695:1,
1365:1,8833:1,
869:1,9670:1,
389:1,27056:1,
329:1,13976:1,
287:1,8892:1,
163:1,28633:1,
3761:1,15340:1,
242:1,9717:1,
128:1,9254:1,
3704:1,12782:1,
3864:1,10826:1,
892:1,22060:1,
44:1,9376:1,
876:1,11943:1,
534:1,17465:1,
1787:1,19887:1,
699:1,21396:1,
2122:1,10605:1,
59:1,14803:1,
6064:1,22479:1,
50:1,25074:1,
322:1,12776:1,
124:1,16772:1,
5872:1,19568:1,
3123:1,11272:1,
3776:1,10333:1,
191:1,18787:1,
1614:1,12408:1,
1263:1,23731:1,
3273:1,9385:1,
1582:1,15973:1,
3229:1,9067:1,
762:1,12871:1,
362:1,14298:1,
5018:1,27728:1,
3858:1,14001:1,
36:1,10529:1,
881:1,9241:1,
1511:1,8597:1,
46:1,10287:1,
412:1,10533:1,
1098:1,30675:1,
2295:1,20663:1,
556:1,23096:1,
4146:1,35383:1,
1774:1,14895:1,
2298:1,14173:1,
3:1,12052:1,
2994:1,21307:1,
1771:1,10418:1,
1030:1,16605:1,
903:1,10935:1,
103:1,9956:1,
37:1,22545:1,
5539:1,32362:1,
193:1,8964:1,
2991:1,23156:1,
2144:1,24484:1,
831:1,9896:1,
305:1,13823:1,
985:1,11411:1,
903:1,10182:1,
123:1,22617:1,
807:1,10415:1,
1942:1,24912:1,
6815:1,15910:1,
2325:1,9403:1,
2176:1,23106:1,
1901:1,18843:1,
318:1,8588:1,
2082:1,12636:1,
3684:1,13021:1,
234:1,8244:1,
1511:1,7934:1,
1164:1,8370:1,
410:1,10166:1,
242:1,10009:1,
27:1,14527:1,
1497:1,9349:1,
537:1,25431:1,
760:1,13936:1,
579:1,22680:1,
494:1,30556:1,
14:1,19105:1,
431:1,8147:1,
698:1,8802:1,
1134:1,24109:1,
4008:1,12436:1,
926:1,9661:1,
351:1,10236:1,
838:1,11793:1,
6238:1,12071:1,
2253:1,16036:1,
1290:1,28949:1,
47:1,34001:1,
3:1,8149:1,
2861:1,11935:1,
3229:1,9862:1,
828:1,17192:1,
107:1,14280:1,
103:1,8569:1,
881:1,26116:1,
115:1,9673:1,
1110:1,16661:1,
2:1,8657:1,
638:1,12675:1,
5873:1,23954:1,
1703:1,12696:1,
1933:1,20146:1,
780:1,13861:1,
4696:1,20443:1,
2199:1,14153:1,
1683:1,25104:1,
5939:1,19901:1,
48:1,9469:1,
1075:1,29616:1,
546:1,7909:1,
1577:1,9661:1,
603:1,17453:1,
293:1,8118:1,
394:1,9878:1,
1283:1,11170:1,
542:1,21239:1,
1638:1,9660:1,
4103:1,9346:1,
756:1,12466:1,
2323:1,21210:1,
400:1,10677:1,
1030:1,21638:1,
1138:1,21312:1,
3440:1,12888:1,
851:1,13167:1,
44:1,9379:1,
5541:1,13803:1,
3616:1,13264:1,
3:1,19427:1,
2992:1,14371:1,
2349:1,19567:1,
2450:1,29564:1,
120:1,22335:1,
3300:1,8399:1,
379:1,20562:1,
434:1,14082:1,
1767:1,12705:1,
567:1,14068:1,
2006:1,8588:1,
2658:1,7879:1,
404:1,8802:1,
